job,day,month,duration,campaign,pdays,previous,Outcome
technician,12,nov,129,1,-1,0,no
blue-collar,31,jul,77,13,-1,0,no
blue-collar,21,may,226,1,-1,0,no
retired,31,may,664,1,77,3,no
management,13,may,157,1,299,3,no
blue-collar,9,jul,205,1,-1,0,no
management,26,aug,484,2,-1,0,no
services,6,jun,800,1,-1,0,no
admin.,13,nov,231,1,-1,0,yes
blue-collar,7,may,102,1,-1,0,no
management,27,may,240,3,-1,0,no
management,5,may,350,2,-1,0,no
student,7,may,458,2,349,1,no
management,3,jun,366,1,-1,0,no
entrepreneur,4,may,115,1,-1,0,no
services,17,jun,260,4,-1,0,no
blue-collar,5,jun,327,2,-1,0,no
retired,16,oct,434,1,57,1,yes
management,21,nov,166,1,-1,0,no
blue-collar,18,jul,171,7,-1,0,no
blue-collar,11,may,577,1,368,1,no
technician,21,aug,224,8,-1,0,no
blue-collar,31,jul,1088,17,-1,0,yes
blue-collar,13,may,79,1,370,1,no
housemaid,18,nov,52,1,-1,0,no
technician,11,may,259,4,-1,0,no
technician,5,aug,163,1,-1,0,no
admin.,17,nov,159,2,195,2,no
retired,19,aug,54,2,-1,0,no
retired,10,jul,421,6,-1,0,no
blue-collar,21,jul,574,1,-1,0,yes
management,29,aug,70,2,-1,0,no
blue-collar,13,aug,310,2,-1,0,no
admin.,7,may,223,1,-1,0,no
technician,3,feb,39,1,-1,0,no
management,19,aug,181,6,-1,0,no
admin.,2,jun,151,3,-1,0,no
blue-collar,16,jun,270,15,-1,0,no
admin.,18,nov,110,5,-1,0,no
housemaid,15,jun,94,2,-1,0,no
management,16,jul,90,2,-1,0,no
management,25,aug,115,6,-1,0,no
technician,24,jun,220,2,219,2,no
blue-collar,17,apr,291,4,331,1,no
retired,8,jun,506,1,-1,0,yes
management,21,aug,151,2,-1,0,no
retired,5,jun,812,1,-1,0,yes
management,18,may,119,1,-1,0,no
services,12,may,33,3,175,2,no
technician,30,may,352,3,-1,0,no
blue-collar,6,may,383,1,-1,0,no
services,16,may,21,3,-1,0,no
technician,18,nov,266,1,167,2,no
blue-collar,7,may,866,2,-1,0,no
services,20,jun,10,3,-1,0,no
services,7,may,240,1,-1,0,no
blue-collar,9,may,291,4,-1,0,no
blue-collar,2,jun,115,2,-1,0,no
housemaid,5,may,366,2,-1,0,no
blue-collar,15,may,153,1,-1,0,no
housemaid,22,aug,197,2,-1,0,no
services,31,jul,106,4,-1,0,no
services,14,jul,41,2,-1,0,no
admin.,28,jan,112,1,-1,0,no
management,28,jul,30,9,-1,0,no
entrepreneur,16,apr,211,3,-1,0,no
management,25,aug,313,5,-1,0,no
blue-collar,21,nov,252,1,168,4,no
retired,5,mar,181,1,-1,0,yes
management,28,jul,118,4,-1,0,no
blue-collar,17,apr,57,1,-1,0,no
self-employed,11,may,102,2,-1,0,no
unemployed,9,jun,239,4,-1,0,yes
technician,7,jul,187,3,-1,0,no
blue-collar,15,may,66,2,-1,0,no
blue-collar,21,may,206,6,-1,0,no
retired,8,may,239,1,368,2,no
blue-collar,18,may,7,7,367,25,no
retired,19,aug,260,2,-1,0,no
entrepreneur,27,may,347,1,-1,0,no
admin.,7,may,697,2,-1,0,no
entrepreneur,8,jul,182,3,-1,0,no
entrepreneur,21,nov,549,2,-1,0,yes
housemaid,9,jun,1151,5,-1,0,no
management,11,aug,445,1,-1,0,no
technician,13,may,213,5,-1,0,no
unemployed,13,may,409,2,-1,0,no
admin.,24,jul,873,8,-1,0,yes
blue-collar,12,may,147,5,-1,0,no
retired,14,jul,85,2,-1,0,no
unemployed,30,jan,339,3,-1,0,no
technician,8,may,96,1,-1,0,no
management,7,may,195,1,-1,0,no
retired,16,oct,622,1,182,1,no
services,4,may,101,2,-1,0,no
blue-collar,5,jun,96,2,-1,0,no
blue-collar,14,may,563,1,-1,0,yes
unemployed,16,apr,670,1,-1,0,no
management,4,aug,190,3,-1,0,no
technician,19,may,351,1,-1,0,no
technician,20,nov,215,6,188,2,no
management,3,jun,59,1,-1,0,no
services,17,apr,446,2,-1,0,no
management,18,oct,310,1,804,1,yes
management,13,may,213,1,-1,0,no
services,27,may,371,2,-1,0,no
admin.,4,may,54,2,-1,0,no
self-employed,8,aug,118,6,-1,0,no
blue-collar,2,feb,212,1,249,2,no
unknown,11,jun,81,1,-1,0,no
management,5,aug,157,1,-1,0,no
blue-collar,8,may,194,1,-1,0,no
management,29,may,129,2,-1,0,no
management,11,may,474,1,256,1,yes
technician,29,jan,219,1,246,1,no
technician,5,may,475,4,166,2,no
technician,26,aug,359,3,-1,0,no
management,31,jul,168,2,-1,0,no
admin.,19,jun,148,1,-1,0,no
student,2,feb,197,1,-1,0,no
blue-collar,11,jun,42,2,-1,0,no
management,17,jun,118,3,-1,0,no
blue-collar,11,may,299,2,-1,0,no
management,27,may,198,2,-1,0,no
technician,2,feb,361,1,-1,0,no
blue-collar,27,may,217,1,-1,0,no
student,12,may,25,1,-1,0,no
blue-collar,7,may,1516,2,353,2,yes
unemployed,12,may,129,2,-1,0,no
self-employed,26,may,592,4,-1,0,no
blue-collar,23,may,331,6,-1,0,no
management,8,aug,353,2,-1,0,no
technician,19,nov,256,3,-1,0,no
blue-collar,20,nov,340,1,183,2,no
management,21,aug,101,2,-1,0,no
blue-collar,17,apr,599,2,-1,0,no
management,6,apr,610,2,138,1,no
blue-collar,20,may,412,1,-1,0,no
management,16,dec,314,1,195,1,yes
admin.,17,apr,508,1,315,11,no
technician,26,may,127,1,-1,0,no
services,5,may,212,1,-1,0,no
self-employed,18,aug,151,12,-1,0,no
technician,21,nov,58,1,122,4,no
services,5,feb,8,6,-1,0,no
management,28,jun,297,4,144,4,yes
management,20,aug,180,1,-1,0,no
unemployed,19,nov,87,1,-1,0,no
housemaid,28,jul,59,5,-1,0,no
management,28,aug,81,4,-1,0,no
technician,3,jun,207,1,-1,0,no
management,21,nov,216,4,-1,0,no
blue-collar,30,may,322,2,-1,0,no
technician,20,apr,137,1,272,2,no
blue-collar,10,jul,73,1,-1,0,no
blue-collar,6,may,371,2,-1,0,no
management,5,nov,298,5,-1,0,no
management,7,aug,101,2,-1,0,no
management,17,nov,110,1,-1,0,no
admin.,30,jan,107,2,-1,0,no
blue-collar,16,apr,743,1,-1,0,no
services,31,jul,644,2,-1,0,no
admin.,29,jan,169,1,-1,0,no
technician,4,feb,380,1,-1,0,no
management,21,nov,663,4,-1,0,yes
blue-collar,11,may,238,2,361,5,no
blue-collar,9,may,514,1,-1,0,no
entrepreneur,5,feb,128,1,-1,0,no
unemployed,30,jan,130,1,2,1,no
management,5,aug,131,5,356,3,no
admin.,2,jun,111,4,-1,0,no
blue-collar,16,apr,169,1,-1,0,no
technician,16,apr,346,1,234,3,no
technician,4,jun,205,6,-1,0,no
technician,28,may,576,3,-1,0,yes
management,18,nov,1476,3,-1,0,no
blue-collar,28,jul,171,3,-1,0,no
entrepreneur,20,nov,185,2,-1,0,no
management,27,may,676,6,-1,0,no
blue-collar,21,nov,362,1,-1,0,no
admin.,12,may,193,2,-1,0,no
management,26,aug,63,4,-1,0,no
services,5,feb,43,1,-1,0,no
self-employed,29,jul,816,6,-1,0,yes
blue-collar,13,may,951,3,370,4,yes
admin.,26,may,1234,3,-1,0,yes
unemployed,29,aug,85,4,-1,0,no
services,17,apr,306,1,-1,0,no
admin.,16,may,509,2,-1,0,no
technician,30,nov,210,3,-1,0,no
technician,20,may,129,2,-1,0,no
blue-collar,15,may,1263,2,-1,0,yes
blue-collar,29,may,660,2,-1,0,no
blue-collar,14,aug,356,2,-1,0,no
blue-collar,20,apr,45,4,153,1,no
services,7,jul,624,5,-1,0,no
services,30,jul,329,5,-1,0,no
self-employed,9,may,153,1,-1,0,no
technician,19,aug,151,11,-1,0,no
blue-collar,6,feb,129,4,211,3,no
entrepreneur,3,apr,345,2,249,7,no
